 Retained Earnings to Total Assets  Tax rate (A), Current Liability to Current Assets  Tax rate (A), Total expense/Assets  Tax rate (A), Total expense/Assets  Cash/Total Assets, CFO to Assets  Tax rate (A), CFO to Assets  Cash/Total Assets, Tax rate (A)  Cash/Total Assets, Gross Profit to Sales  Operating Gross Margin
1.0222984674958746,-2.3326484651863737,-1.0898384052199621,-1.1324548606847085,1.0344384999942928,1.0748886273295728,0.7147834103947479,0.14699514278345868
0.11899577953889975,-0.43748977531997035,0.11207198669608821,0.10592176240875355,0.37270715611994815,0.3522539396542821,0.6501353785479103,0.018268384052567477
0.8056069177007794,0.16564613548377222,0.2382037672577966,0.2539197153102367,0.7779487991946866,0.8292754555962624,0.733269243220401,0.1472478661360874
0.9029830614711685,-0.9611769601486349,0.15346350344425558,0.13985537939740852,-0.1514122539392836,-0.13798602107234714,0.6268876864893567,2.077840722146161
0.6775491059935225,-0.436147642899927,0.08551053014009374,0.08140048328397256,0.2116970603231039,0.20152188264842932,0.6548216904278958,0.2929474014864883
1.0282523843897597,-1.8290164859810547,-0.33330756219843594,-0.35052362513707735,-0.40756832944163396,-0.428620123061866,0.7234154829777965,1.1020213665389407
0.7557039661736892,-0.7868015327109686,-1.943662443863397,-1.7016670825481757,0.4640407149745616,0.4062654048430175,0.6022397635528377,0.5024275883195981
0.008613503591266614,-0.013004086101031834,-0.0419027649759383,0.10722003905153904,0.08750692043648145,-0.22391112929820128,-0.24159904288211959,0.13443455510611663
-0.014392604669327062,0.24997475898343413,-0.020293459674833703,0.003906278672192018,0.2605146763886831,-0.05014634963559793,-0.11923601723576817,0.06552704959957417
0.2784448143819811,-0.3900440178374537,0.49436310960756774,-0.20462259756066814,1.7677377419118758,-0.731687056591208,-1.6572373143526091,0.26644495739144464
-0.26268691940481625,-0.4211148541825557,0.011661646584176597,0.012323411845406246,0.26301618594701737,0.2779416061048384,0.7269202366813052,0.1287768723651034
0.057673490569083455,-0.05930131927946114,-0.8483730231919263,-0.760718046631405,0.14889730465428785,0.13351304632380606,0.6168116121413146,0.8666602903807347
-0.0910233549169317,0.19722155153881818,-0.0037794273672566237,0.003529765839694927,-0.04127396869665777,0.03854749162168729,-0.2396688355690561,0.00011410713386173121
0.12879486346940158,0.07004318764266922,0.1436109113086718,0.0620840331780331,-0.12018687314500388,-0.05195765246458617,0.29737753447016263,0.1894177621155848
-0.17906466735105322,0.4290007042173749,0.5267953861463033,0.4693930101329236,-0.22949283733857925,-0.2044860994518736,0.6129292226363708,0.03713113711773033
-0.04833067229962,-0.19135347632401778,1.000346852368065,-0.8339632367867608,0.43095284333686956,-0.3592742130201029,-0.8957871785289676,0.6665205344349276
-0.17583482334023545,-0.29574484410430707,0.4887416030247063,0.4052431201073645,0.27335254811897475,0.2266519543322611,0.31559716535089544,0.007066328735447763
0.40823309300766725,-0.3197488049376415,0.294829504966028,-0.31582944137814906,0.09133943745723096,-0.0978453072776269,-0.5845905159871692,0.3848307347874847
-0.0015170241826163147,-0.038999249208672364,0.04742857477663684,0.27032703322917234,-0.0679614451972728,-0.3873575358455772,0.1120877342722024,0.32162304794321717
-0.10771196636707932,-0.7309230122344058,5.0428621627311525,-0.4703063717615879,-0.38660084031114994,0.03605508789640327,-0.5175653568904665,2.795373067180433
0.20737475835542798,-0.7023868010167326,-0.21941556810567053,0.13788320587370198,0.06092398795178761,-0.038285317882993795,-0.6972834443072544,0.7062369249517244
0.08448379608751437,-0.2831839257121854,0.10745647953439534,0.017451755938581722,0.3479145890828308,0.056503996059186344,0.0745254089888732,0.0008839949534753961
-0.0460360237931837,-0.227448422137639,-0.8024837599698849,-0.6267062354656858,-0.5112221495217725,-0.39924310596078516,0.4864539729555881,0.4209711160949892
0.32690949678377024,1.6798349264053518,-0.49265152763423836,-0.13579091039645358,0.4029189497767987,0.11105767045706816,1.3132117959860432,0.008492264094757734
-0.0459797446188675,0.8375759181178883,-0.01721403447074034,0.009488958176778622,0.354480736914908,-0.19540177480047558,-1.0559870097399866,0.08696279992652889
0.3565784729495352,-0.37641024892671465,-0.02122522569377887,-0.020059329661312904,0.08536070837885658,0.08067186724881559,0.6500994087462375,0.050750860881805214
0.23952587262442468,0.5422643948627659,0.7376592566657095,-0.6206324656391893,0.4365098145692694,-0.36725921900089736,-0.5898260296651842,1.2061965068859875
0.23310009581191923,-0.4184043147601858,-0.20944344189972725,0.03757798361820412,1.1530529344661928,-0.20687878259294978,-0.0910694026928728,0.011150817532652844
0.0677995459293607,-0.241739992518508,-0.17798566706414468,0.2528798406779174,0.28799212755366965,-0.40917566303819286,-0.48936153633591445,0.12225197903711763
0.8366141260148551,-0.922621399519823,-0.7303590402217964,-0.7325335015661675,0.7035968777958437,0.7056916614960941,0.689932740009502,0.27222639612070654
2.15024242506613,-2.5109968199650416,0.20721555099654396,0.2028182689497577,0.8525845854729479,0.8344920491114786,0.6732872633166037,0.22109691638112383
0.8566499555002287,-1.3757430773758976,-0.7992430795437335,-0.699166492978475,0.06302757526351878,0.05513562755286895,0.6017517952310022,0.4158470476967733
-0.029360049713640594,-0.017183812177557285,0.030862453241388865,0.09524197088108324,0.017569070933023043,0.0542184034795597,0.23139970669707752,0.16024286412466793
-0.05013981821364636,0.10202177345075408,-0.012228460531127538,-0.0022973552096102446,0.030352065139866023,0.005702228403485817,0.054990724436764934,0.06977370751486554
1.4436520155158343e-05,0.022254466271508812,-0.06475953635535221,-0.34872910058245277,0.01606402499317257,0.0865045258641683,0.12547271039026545,0.27255685877168473
-0.11359350691576339,-0.32440420535329817,-0.03217655137871387,-0.034068975739618645,0.21741719661480216,0.23020432207491795,0.7283418313598901,0.13977375405426762
0.2376856701049403,-0.42057218046505224,-0.46625483584272587,-0.3611224792767851,0.18395193264238188,0.14247397104955836,0.532778690891528,0.7591383461537571
-0.5085897992415225,-0.07994142108020805,-0.2625007144341927,0.04985526655387336,-0.8112827090462007,0.15408230715572607,-1.8256375125433273,0.002857856109978142
0.08535277581793484,0.43571055707994977,0.19776000645018718,0.11804114916033102,0.10773837503434684,0.06430805614341636,0.4105921419613943,0.17427213456981705
0.011986607567921833,0.3796048867867164,0.45924771083228755,0.3923427807508084,-0.026954784866776178,-0.023027910645444332,0.587671105399614,0.31508507917809414
-0.09946941206303367,0.12174511938710941,1.2059762783588546,-0.7674564283754346,0.36782922255733935,-0.2340783201640791,-1.164423240601045,1.053447668778175
-0.23904478001535948,-0.5777058819440801,0.6071347584528898,0.36579880161768463,0.37797530646933836,0.22773019041091427,0.4144506772415754,0.04361431083907695
0.3644322512030556,-0.1825545851558845,0.4314630829713562,-0.2648325726382574,0.022850702287017976,-0.014025789255447457,-0.4655107853611167,0.3650249885116206
0.007621542217484316,0.027381322272562923,-0.020867447040588002,0.30555825760096145,0.02207018901105131,-0.32316979101582993,-0.03923727013033337,0.20155782013713405
0.034720119685665095,-0.22626663730948346,4.070787343526496,-0.5788625183190043,0.4895056122568595,-0.06960728417633871,-0.5598281922604033,2.689864927592158
0.16693145718252844,-0.4210289504465666,-0.15452288691658667,0.17572048721382574,-0.02124370053645723,0.024157932090059703,-0.6108090322978413,0.934694494051569
0.14988940867406614,-0.5895388788149645,0.7019778886342994,0.036754438947343405,0.38104129208096227,0.019950712312966544,0.08910025230578993,0.0029367373760172243
0.13164160442393066,0.3563316335650323,1.2852591113176375,-0.5605584339973254,0.9790713792972444,-0.427016400286641,-0.6251112781388077,0.5890214980194235
0.16724662614441332,0.7041952637333883,-0.23773345855264857,0.04245382810425768,-0.7461372159545212,0.13324326033521935,-0.16959667696375627,0.01776712587617133
-0.0644217881083312,0.6128571582128489,0.028123082429121385,-0.02501541251222612,0.051714508874691735,-0.0459999281952113,-0.7729511930962603,0.039925741151820765
0.44046181716560767,-1.0666858187442196,0.0066034652572802876,0.00628448659088583,0.1694229956721476,0.16123906206903305,0.6546566426159905,0.4576879315711304
0.4733022133874234,1.453024079526362,1.277098425736577,-0.48164388745550135,1.117119605303176,-0.42130960199144407,-1.1203353499425883,1.189405875499505
0.12877265770105692,-0.46700842831904976,-0.19020606404579152,0.010281524846568602,0.19950085662799358,-0.010783951734780774,-0.08168796214656557,0.006282746419758796
0.06999459758451221,-0.1660858458289111,-0.5665499994936258,0.41098752003838657,0.1272198023376078,-0.09228797301074822,-0.9443769416952981,0.0662662029070865
0.4493815216660251,-1.4777210527301439,0.403437087780148,0.41409487930770145,0.30756618635131555,0.3156913101794037,0.7060569170823076,0.4221089790445673
0.7107818436559594,-1.702205569872874,0.27462894453457043,0.24676611131954218,0.4103271031304852,0.36869683849284346,0.6180945036568981,0.38849865079399537
3.009869724416275,-0.9083662973458837,-5.331998037601706,4.008574953857247,1.4390891940416173,-1.0819015421462077,-0.5171490127249404,0.12928172432081023
0.639233498321659,-1.3943441104486891,-1.2133845834179422,-0.7792651208291028,0.8708842706389933,0.559303081366004,0.44177632440904163,0.4983188769031382
1.0119248404417256,-0.921461214625409,-0.8472670498566639,-0.688176618920892,0.2328743755372321,0.18914780223972855,0.5587213516854985,0.3583565474158517
0.02550265245888605,0.1316902098169503,-0.012605100768947379,0.024236731267477767,-0.08821861033693727,0.1696242490019566,-0.31327175037817395,0.18133201145123587
0.7842053076626487,-1.3968414468920318,0.2518891505904554,-0.016455849226919072,-0.36603787523961157,0.02391315414802587,-0.4911668084369873,0.038287767131078426
0.19172252640574775,0.3127023927069487,-0.48236839483062033,-0.37665179905643204,-0.19577062927952305,-0.1528652384997869,0.5371268637508083,0.3488792913324986
0.0009034725521428977,-0.01188590947866683,-0.0031558223874801365,-0.06515397564765671,0.009121376732652921,0.1883166682225432,0.03713258743246806,0.02223973486284956
0.10039044033310945,-0.3516357867229576,-0.3471411087082307,-0.24839338902374772,0.326071102733813,0.2333169545149928,0.49220912294289637,0.42969490847111713
0.16737269174077685,-0.3657852323157689,0.07827893553378851,0.0577779917597506,0.4603054702267254,0.33975328719497094,0.5077304423703707,0.01414842632765251
0.004899318565036197,0.06405588980613086,0.042311601045353156,0.07911843968109222,0.03391451839559674,0.06341673942139803,0.02849408699430233,0.18147015810997552
